ID,Description,Flour_Code,Type,Shape,Diameter_Category,Dry_Digest_Code,Dry_Digest_Description,Liq_Digest_Code,Liq_Digest_Description,TSS_Concat,DLD_Concat,Buyable,Minimum_Run_Size,Diameter
22978,CAN PURE GF LID SALM CAT BULK,F11339,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
W22978,CAN PURE GF LID SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22981,SGH LAFB GF CKN PUPPY BULK,F11328,0,0,MAX 6.50,0,0,0,0,0 - 0 - MAX 6.50,0 - 0,FALSE,40000.0,0
22982,SGH MMILLENNIA BEEF DOG BULK,F11329,0,0,MAX 13.50,0,0,0,0,0 - 0 - MAX 13.50,0 - 0,FALSE,40000.0,0
EM1405,MEAT SGH MDM BEEF GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1406,MEAT SGH MDM DUCK GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22980,SGH LW GF SALM DOG BULK,F11235,0,0,MAX 14.00,0,0,0,0,0 - 0 - MAX 14.00,0 - 0,FALSE,40000.0,0
W22980,SGH LW GF SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22981,SGH LAFB GF CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22982,SGH MMILLENNIA BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22967,STE GF WILD FISH CAT BULK,F11280,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
EM1392,MEAT MDM WC SALM TUNA OF GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
W22967K,STE GF WILD FISH CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22966,STE GF CF DUCK CAT BULK,F11279,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
W22966,STE GF CF DUCK CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1412,MEAT MDM CAGE FREE DUCK GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22962,PET SN LB SR CKN & BR DOG BULK,F11362,0,0,MAX 17.00,0,0,0,0,0 - 0 - MAX 17.00,0 - 0,FALSE,0.0,0
W22962,PET SN LB SR CKN & BR DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22961,PET SN SB SR CKN & BR DOG BULK,F11361,0,0,MAX 11.00,0,0,0,0,0 - 0 - MAX 11.00,0 - 0,FALSE,0.0,0
W22961,PET SN SB SR CKN & BR DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22960,PET SN SB CKN & BR PUPPY BULK,F11360,0,0,MAX 11.00,0,0,0,0,0 - 0 - MAX 11.00,0 - 0,FALSE,0.0,0
W22960,PET SN SB CKN & BR PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22959,PET SN SB CKN & BR DOG BULK,F11359,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,40000.0,0
W22959,PET SN SB CKN & BR DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22958,PET SN SB HW TRKY DOG BULK,F11358,0,0,MAX 11.00,0,0,0,0,0 - 0 - MAX 11.00,0 - 0,FALSE,0.0,0
W22958,PET SN SB HW TRKY DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22957,PET SN LB CKN & BR PUPPY BULK,F11357,0,0,MAX 14.00,0,0,0,0,0 - 0 - MAX 14.00,0 - 0,FALSE,40000.0,0
W22957,PET SN LB CKN & BR PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22956,PET SN CKN & BR PUPPY BULK,F11356,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W22956,PET SN CKN & BR PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22955,PET SN SB LAMB & BR DOG BULK,F11355,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W22955,PET SN SB LAMB & BR DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22954,PET SN LB CKN & BR DOG BULK,F11354,0,0,MAX 17.00,0,0,0,0,0 - 0 - MAX 17.00,0 - 0,FALSE,40000.0,0
W22954,PET SN LB CKN & BR DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22953,PET SN SR CKN & BR CAT BULK,F11353,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W22953,PET SN SR CKN & BR CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22952,PET SN CKN & BR CAT BULK,F11352,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,40000.0,0
W22952,PET SN CKN & BR CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22951,PET SN HW TRKY & BR CAT BULK,F11351,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W22951,PET SN HW TRKY & BR CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22950,PET SN CKN & BR KITTEN BULK,F11350,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W22950,PET SN CKN & BR KITTEN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22949,PET AUTH INDR SALM KITTEN BULK,F11349,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W22949,PET AUTH INDR SALM KITTEN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22942,BBC WILD CKN PUPPY BULK,F11370,0,0,MAX 11.00,0,0,0,0,0 - 0 - MAX 11.00,0 - 0,FALSE,40000.0,0
W22942,BBC WILD CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22942K,BBC WILD CKN PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22941,BBC WILD SB CKN DOG BULK,F11371,0,0,MAX 11.00,0,0,0,0,0 - 0 - MAX 11.00,0 - 0,FALSE,40000.0,0
W22941,BBC WILD SB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22941K,BBC WILD SB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22944,BBC WILD HW CKN DOG BULK,F11374,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,40000.0,0
W22944,BBC WILD HW CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22944K,BBC WILD HW CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22945,BBC WILD DUCK DOG BULK,F11375,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,40000.0,0
W22945,BBC WILD DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22945K,BBC WILD DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22983,BBC WILD SR CKN DOG BULK,F11373,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,40000.0,0
W22983,BBC WILD SR CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22983K,BBC WILD SR CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22943,BBC WILD LB CKN DOG BULK,F11372,0,0,MAX 15.00,0,0,0,0,0 - 0 - MAX 15.00,0 - 0,FALSE,40000.0,0
W22943,BBC WILD LB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22943K,BBC WILD LB CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1298OS,MEAT NVI MDM SALM GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
6175848CO,NVI INS LID GF SB TRKY K9 4/4#,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
M1388OS,MEAT NVI MDM LAMB F/V GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22979,WAL PB PUPPY CKN & RICE BULK,F11419,0,0,MAX 9.00,0,0,0,0,0 - 0 - MAX 9.00,0 - 0,FALSE,0.0,0
W22979,WAL PB CKN & RICE PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22985,CJPB GF CKN IN ALS CAT 38/12 B,F11245,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,40000.0,0
W22985,CJPB GF CKN IN ALS CAT 38/12 W,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22986,CJPB C&R ALS K9 28/18 BULK,F11251,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
W22986,CJPB C&R ALS K9 28/18 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22987,CJPB GF CKN AD CAT 40/16 BULK,F11256,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
W22987,CJPB GF CKN AD CAT 40/16 WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22988,CJPB GF HW CKN CAT BULK,F11258,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
W22988,CJPB GF HW CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22989,CJPB SALM & RICE CAT BULK,F11259,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,0.0,0
W22989,CJPB SALM & RICE CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
ST800390,STE CAT FD SALM COD INCLUSION,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,TRUE,0.0,0
W22967,STE GF WILD FISH CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22990,SGH FIT & FAB POLLOCK DOG BULK,F11326,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,40000.0,0
W22990,SGH FIT & FAB POLLOCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22827,HBD HPF PEPPER BULK,F11269,0,0,MAX 3.50,0,0,0,0,0 - 0 - MAX 3.50,0 - 0,FALSE,20000.0,0
50973,NVI INS GF CKN K9 FLEX BULK TE,F11432,0,0,MAX 12.50,0,0,0,0,0 - 0 - MAX 12.50,0 - 0,FALSE,0.0,0
50973-1,NVI INS GF CKN K9 FLEX WIP TES,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22975,TSP SPORTING DOG BULK,F11366,0,0,MAX 14.50,0,0,0,0,0 - 0 - MAX 14.50,0 - 0,FALSE,0.0,0
W22975,TSP SPORTING DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22413,DRT ANC GR CKN DOG BULK,F10590,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,20000.0,0
W22413,DRT ANC GR CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22415,DRT ANC GR FISH DOG BULK,F10591,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,20000.0,0
W22415,DRT ANC GR FISH DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22992,SGH BARKING ATM BEEF DOG BULK,F11331,0,0,MAX 11.50,0,0,0,0,0 - 0 - MAX 11.50,0 - 0,FALSE,40000.0,0
W22992,SGH BARKING ATM BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22993,SGH SUN DANCER CKN DOG BULK,F11332,0,0,MAX 14.00,0,0,0,0,0 - 0 - MAX 14.00,0 - 0,FALSE,40000.0,0
W22993,SGH SUN DANCER CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22994,SGH MIGHTY MINI SALM DOG BULK,F11234,0,0,MAX 5.00,0,0,0,0,0 - 0 - MAX 5.00,0 - 0,FALSE,40000.0,0
W22994,SGH MIGHTY MINI SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1297OS,MEAT NVI MDM TRKY GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50974,CJPB AJ GF DUCK & SP BULK TEST,NONE,0,0,MAX 13.25,0,0,0,0,0 - 0 - MAX 13.25,0 - 0,FALSE,0.0,0
50974-1,CJPB AJ GF DUCK & SP WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22519,SGH GF MINI LAMB DOG BULK,F10827,0,0,MAX 5.00,0,0,0,0,0 - 0 - MAX 5.00,0 - 0,FALSE,40000.0,0
W22519,SGH GF MINI LAMB DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22963,CSS GF BEEF & LEGUME DOG BULK	,F11391,0,0,MAX 15.20,0,0,0,0,0 - 0 - MAX 15.20,0 - 0,FALSE,0.0,0
W22963,CSS GF BEEF & LEGUME DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22705,TSP CKN DOG BULK,F11043,0,0,MAX 14.50,0,0,0,0,0 - 0 - MAX 14.50,0 - 0,FALSE,0.0,0
W22705,TSP CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22996,NVI INS GF SALM DOG BULK,F11438,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W22996,NVI INS GF SALMON DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W22996RB,NVI RB INS GF SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22624,KET KETONA SALMON DOG BULK,F10934,0,0,MAX 8.00,0,0,0,0,0 - 0 - MAX 8.00,0 - 0,FALSE,20000.0,0
W22624,KET KETONA SALMON DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
W03607,DRT GLACIER ATHL DOG WIP BLEND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22997,CJPB RPI CLASSIC CKN DOG BULK,F11430,0,0,MAX 10.50,0,0,0,0,0 - 0 - MAX 10.50,0 - 0,FALSE,40000.0,0
W22997,CJPB RPI CLASSIC CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22998,CJPB RPI CLA GF SALM DOG BULK,F11431,0,0,MAX 10.50,0,0,0,0,0 - 0 - MAX 10.50,0 - 0,FALSE,40000.0,0
W22998,CJPB RPI CLA GF SALM DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1370,MEAT CKN TRKY DUCK SALM GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
22999,CSS KITTEN CKN & BR BULK,F11090,0,0,MAX 9.00,0,0,0,0,0 - 0 - MAX 9.00,0 - 0,FALSE,0.0,0
W22999,CSS KITTEN CKN & BR WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23000,CSS GF LAMB DOG BULK,F11095,0,0,MAX 15.20,0,0,0,0,0 - 0 - MAX 15.20,0 - 0,FALSE,0.0,0
W23000,CSS GF LAMB DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23001,CSS GF CKN CAT BULK,F11097,0,0,MAX 9.00,0,0,0,0,0 - 0 - MAX 9.00,0 - 0,FALSE,0.0,0
W23001,CSS GF CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23002,CSS GF SALM CAT BULK,F11098,0,0,MAX 9.00,0,0,0,0,0 - 0 - MAX 9.00,0 - 0,FALSE,0.0,0
W23002,CSS GF SALM CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1336B,MEAT CKN CKN LIVER BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
EM1416,MEAT MDM CKN TRKY 84/16 GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
23003,PET AUTH ALS CKN DOG BULK,F11446,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W23003,PET AUTH ALS CKN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23010,PET AUTH CKN TRKY CAT BULK,F11447,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W23010,PET AUTH CKN TRKY CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23011,PET AUTH EDH IND CKN CAT BULK,F11448,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W23011,PET AUTH EDH IND CKN CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23012,SGH MT MINI BEEF DOG BULK,F11330,0,0,MAX 5.00,0,0,0,0,0 - 0 - MAX 5.00,0 - 0,FALSE,40000.0,0
W23012,SGH MT MINI BEEF DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23013,SGH BARK ATM DUCK DOG BULK,F10865,0,0,MAX 11.50,0,0,0,0,0 - 0 - MAX 11.50,0 - 0,FALSE,40000.0,0
W23013,SGH BARK ATM DUCK DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50975,WPF HOLISTIC KITTEN BULK TEST,F11376,0,0,MAX 6.75,0,0,0,0,0 - 0 - MAX 6.75,0 - 0,FALSE,20000.0,0
50975-1,WPF HOLISTIC KITTEN WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50976,WPF HOL INDOOR CAT BULK TEST,F11377,0,0,MAX 7.75,0,0,0,0,0 - 0 - MAX 7.75,0 - 0,FALSE,20000.0,0
50976-1,WPF HOL INDOOR CAT WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50977,WPF HOL HW CAT BULK TEST,F11378,0,0,MAX 7.75,0,0,0,0,0 - 0 - MAX 7.75,0 - 0,FALSE,20000.0,0
50977-1,WPF HOL HW CAT WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50978,WPF HOL TURKEY DOG BULK TEST,F11380,0,0,MAX 7.75,0,0,0,0,0 - 0 - MAX 7.75,0 - 0,FALSE,20000.0,0
50978-1,WPF HOL TURKEY DOG WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50979,WPF HOL SALMON DOG BULK TEST,F11382,0,0,MAX 7.75,0,0,0,0,0 - 0 - MAX 7.75,0 - 0,FALSE,20000.0,0
50979-1,WPF HOL SALMON DOG WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
50980,WPF HOL CHICKEN DOG BULK TEST,F11386,0,0,MAX 7.75,0,0,0,0,0 - 0 - MAX 7.75,0 - 0,FALSE,20000.0,0
50980-1,WPF HOL CHICKEN DOG WIP TEST,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
M1271OS,MEAT MDM CKN SALM BLND GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
22823,HEE CHICKEN DOG BULK,F11223,0,0,MAX 11.00,0,0,0,0,0 - 0 - MAX 11.00,0 - 0,FALSE,20000.0,0
W22823,HEE CHICKEN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23016,DRT KINESIS SR DOG BULK,F11303,0,0,MAX 12.25,0,0,0,0,0 - 0 - MAX 12.25,0 - 0,FALSE,0.0,0
W23016,DRT KINESIS SR DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1112B,MEAT MDM TUNA GRND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
23020,CAN ALS CKN & RICE DOG BULK,F11263,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W23020,CAN ALS CKN & RICE DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23021,CAN ALS LAMB DOG BULK,F11338,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W23021,CAN ALS LAMB DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23022,CAN PO GF LID IN TUNA CAT BULK,F11343,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W23022,CAN PO GF LID IND TUNA CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23023,CAN PURE GF LID TROUT CAT BULK,F11449,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W23023,CAN PURE GF LID TROUT CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23017,CAN PURE LAMB DOG BULK,F11335,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W23017,CAN PURE LAMB DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23018,CAN ALS PLAT LA MP DOG BULK,F11336,0,0,MAX 12.00,0,0,0,0,0 - 0 - MAX 12.00,0 - 0,FALSE,0.0,0
W23018,CAN ALS PLAT LA MP DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23019,CAN PURE PUPPY CHICKEN BULK,F11346,0,0,MAX 10.00,0,0,0,0,0 - 0 - MAX 10.00,0 - 0,FALSE,0.0,0
W23019,CAN PURE PUPPY CHICKEN WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1369OS,MEAT CKN TRKY DUCK SALM BLND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
EM1369,MEAT CKN TRKY DUCK SALM BLND,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,False,0.0,0
23029,CSS INDR ADULT CAT BULK,F11091,0,0,MAX 9.00,0,0,0,0,0 - 0 - MAX 9.00,0 - 0,FALSE,0.0,0
W23029,CSS INDR ADULT CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23024,CSS ADULT DOG BULK,F11083,0,0,MAX 13.50,0,0,0,0,0 - 0 - MAX 13.50,0 - 0,FALSE,0.0,0
W23024,CSS ADULT DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23025,CSS LG BREED DOG BULK,F11085,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,0.0,0
W23025,CSS LG BREED DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23026,CSS LG BREED PUPPY BULK,F11086,0,0,MAX 10.50,0,0,0,0,0 - 0 - MAX 10.50,0 - 0,FALSE,0.0,0
W23026,CSS LG BREED PUPPY WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23027,CSS PUPPY DOG BULK,F11087,0,0,MAX 8.50,0,0,0,0,0 - 0 - MAX 8.50,0 - 0,FALSE,0.0,0
W23027,CSS PUPPY DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23028,CSS WEIGHT CARE DOG BULK,F11088,0,0,MAX 13.50,0,0,0,0,0 - 0 - MAX 13.50,0 - 0,FALSE,0.0,0
W23028,CSS WEIGHT CARE DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23030,CSS MATURE DOG BULK,F11084,0,0,MAX 13.00,0,0,0,0,0 - 0 - MAX 13.00,0 - 0,FALSE,0.0,0
W23030,CSS MATURE DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23031,CSS ADULT CAT BULK,F11089,0,0,MAX 9.00,0,0,0,0,0 - 0 - MAX 9.00,0 - 0,FALSE,0.0,0
W23031,CSS ADULT CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23032,CSS WT & MATURE ADULT CAT BULK,F11092,0,0,MAX 9.00,0,0,0,0,0 - 0 - MAX 9.00,0 - 0,FALSE,0.0,0
W23032,CSS WT & MATURE ADULT CAT WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
23033,CSS GF CHICKEN DOG BULK,F11093,0,0,MAX 15.20,0,0,0,0,0 - 0 - MAX 15.20,0 - 0,FALSE,0.0,0
W23033,CSS GF CHICKEN DOG WIP,NONE,0,0,0,0,0,0,0,0 - 0 - 0,0 - 0,FALSE,0.0,0
